Address,Aggregate rating,Average Cost for two,City,Country Code,Country,Cuisines,Currency,Has Online delivery,Has Table booking,Is delivering now,Latitude,Locality Verbose,Locality,Longitude,Price range,Rating color,Rating text,Restaurant ID,Restaurant Name,Votes
"2703 Dawson Rd, Albany, GA 31707",3.5,10,Albany,216,United States,Fast Food,Dollar($),No,No,No,31.616,"Albany, Albany",Albany,-84.2193,1,Yellow,Good,17284094,Chick-fil-A,67
"1214 N Westover Blvd, Albany, GA 31707",3.9,10,Albany,216,United States,"Asian, Chinese, Vegetarian",Dollar($),No,No,No,31.6155186,"Albany, Albany",Albany,-84.2091458,1,Yellow,Good,17284409,Guang Zhou Chinese Restaurant,141
"2347 Dawson Road, Albany, GA 31707",3.7,25,Albany,216,United States,"Pizza, Bar Food, Sandwich",Dollar($),No,No,No,31.604905,"Albany, Albany",Albany,-84.205718,2,Yellow,Good,17284139,Harvest Moon,147
"629 N. Westover Blvd, Albany, GA 31707",3.5,70,Albany,216,United States,"Steak, Tapas, Bar Food",Dollar($),No,No,No,31.612121,"Albany, Albany",Albany,-84.223278,4,Yellow,Good,17284403,Henry Campbell's Steakhouse,51
"2700 Dawson Rd, Albany, GA 31707",3.6,25,Albany,216,United States,"Chinese, Seafood, Vegetarian",Dollar($),No,No,No,31.6156,"Albany, Albany",Albany,-84.2191,2,Yellow,Good,17284145,Hong Kong Cafe,88
"2526 Dawson Rd Ste A, Albany, GA 31707",3.8,10,Albany,216,United States,Chinese,Dollar($),No,No,No,31.6104,"Albany, Albany",Albany,-84.212,1,Yellow,Good,17284150,House of China Restaurant II,153
"204 S Jackson St, Albany, GA 31701",3.9,10,Albany,216,United States,,Dollar($),No,No,No,31.5751,"Albany, Albany",Albany,-84.1534,1,Yellow,Good,17284158,Jimmie's Hot Dogs,160
"547 N Westover Blvd, Albany, GA 31707",3.5,25,Albany,216,United States,"American, Burger, Sandwich",Dollar($),No,No,No,31.6077,"Albany, Albany",Albany,-84.2228,2,Yellow,Good,17284175,Locos Grill & Pub,57
"2733 Dawson Rd, Albany, GA 31707",3.5,25,Albany,216,United States,"American, Steak",Dollar($),No,No,No,31.6185,"Albany, Albany",Albany,-84.2229,2,Yellow,Good,17284179,Longhorn Steakhouse,58
"2610 Dawson Rd, Albany, GA 31707",3.6,40,Albany,216,United States,"Japanese, Steak, Sushi",Dollar($),No,No,No,31.6137,"Albany, Albany",Albany,-84.2164,3,Yellow,Good,17284197,Mikata Japanese Steakhouse,115
"629 N Westover Blvd, Albany, GA 31707",3.5,40,Albany,216,United States,"Japanese, Steak, Sushi",Dollar($),No,No,No,31.6118,"Albany, Albany",Albany,-84.2233,3,Yellow,Good,17284241,Shogun Japanese Steak House,51
"2332 Whispering Pines Road, Albany, GA 31707",3.8,40,Albany,216,United States,"Seafood, Tapas, Bar Food",Dollar($),No,No,No,31.605882,"Albany, Albany",Albany,-84.205025,3,Yellow,Good,17284390,The Catch Seafood Room & Oyster Bar,250
"1604 N Slappey Blvd, Albany, GA 31701",3.7,10,Albany,216,United States,"Italian, Pizza",Dollar($),No,No,No,31.5985,"Albany, Albany",Albany,-84.1757,1,Yellow,Good,17284279,Villa Gargano,117
"202 W Franklin St, Sylvester, GA 31791",3.4,10,Albany,216,United States,"American, Breakfast, Diner",Dollar($),No,No,No,31.5308,"Sylvester, Albany",Sylvester,-83.8389,1,Orange,Average,17284364,3 Squares Diner,20
"117 Marsh St, Armidale, NSW",3.5,20,Armidale,14,Australia,"Bar Food, Steak",Dollar($),No,No,No,-30.5147169,"Armidale, Armidale",Armidale,151.6688792,2,Yellow,Good,16611114,Whitebull Hotel,25
"184 W Clayton St, Athens, GA 30601",4.5,40,Athens,216,United States,"American, Southern, Southwestern",Dollar($),No,No,No,33.957999,"Athens, Athens",Athens,-83.378273,3,Dark Green,Excellent,17293281,Last Resort Grill,1821
"197 Oak St, GA 30601",4.5,10,Athens,216,United States,Southern,Dollar($),No,No,No,33.9535,"Athens, Athens",Athens,-83.3654,1,Dark Green,Excellent,17293301,Mama's Boy Restaurant,849
"175 Tallassee Rd, Athens, GA 30606",4.6,10,Athens,216,United States,Mexican,Dollar($),No,No,No,33.9652,"Athens, Athens",Athens,-83.4293,1,Dark Green,Excellent,17293409,Sr. Sol 1,917
"1055 Gaines School Rd Ste 100, Athens, GA 30605",3.9,10,Athens,216,United States,"Japanese, Korean",Dollar($),No,No,No,33.9259,"Athens, Athens",Athens,-83.3389,1,Yellow,Good,17293163,Choo Choo Eastside,439
"171 College Ave, Athens, GA 30601",3.7,10,Athens,216,United States,"Breakfast, Burger, Sandwich",Dollar($),No,No,No,33.958198,"Athens, Athens",Athens,-83.375523,1,Yellow,Good,17293228,The Grill,289
"393 N Finley St, Athens, GA 30601",4.3,10,Athens,216,United States,"Breakfast, Sandwich",Dollar($),No,No,No,33.959392,"Athens, Athens",Athens,-83.384004,1,Green,Very Good,17293880,Big City Bread Cafe,558
"259 W Washington St, Athens, GA 30601",4.2,10,Athens,216,United States,"American, Burger, Sandwich",Dollar($),No,No,No,33.9584,"Athens, Athens",Athens,-83.3797,1,Green,Very Good,17293169,Clocked,613
"401 E Broad St, Athens, GA 30601",4,25,Athens,216,United States,"American, Italian, Pizza",Dollar($),No,No,No,33.958112,"Athens, Athens",Athens,-83.373596,2,Green,Very Good,17293186,DePalma's Italian Cafe - Downtown,353
"1965 Barnett Shoals Rd, Athens, GA 30605",4.1,25,Athens,216,United States,"American, Italian, Pizza",Dollar($),No,No,No,33.924275,"Athens, Athens",Athens,-83.33995,2,Green,Very Good,17293180,DePalma's Italian Cafe - East Side,387
"1073 South Milledge Ave, Athens, GA 30605",4.3,40,Athens,216,United States,American,Dollar($),No,No,No,33.9415545,"Athens, Athens",Athens,-83.3872482,3,Green,Very Good,17293205,Five & Ten,755
"199 Prince Ave, Athens, GA 30601",4.2,10,Athens,216,United States,"International, Southern, Vegetarian",Dollar($),No,No,No,33.960112,"Athens, Athens",Athens,-83.381625,1,Green,Very Good,17293229,Grit,800
"1307 Prince Ave, Athens, GA 30606",4.1,10,Athens,216,United States,Sandwich,Dollar($),No,No,No,33.963296,"Athens, Athens",Athens,-83.400887,1,Green,Very Good,17293897,Ike & Jane,350
"323 E Broad St, Athens, GA 30601",4.1,40,Athens,216,United States,Italian,Dollar($),No,No,No,33.9584,"Athens, Athens",Athens,-83.4075,3,Green,Very Good,17293273,La Dolce Vita Ristorante,464
"251 W Clayton St, Athens, GA 30601",4.2,25,Athens,216,United States,"Asian, Japanese, Sushi",Dollar($),No,No,No,33.957503,"Athens, Athens",Athens,-83.379251,2,Green,Very Good,17293870,Shokitini,550
"334 Prince Ave, Athens, GA 30601",4.1,10,Athens,216,United States,"Mexican, Spanish",Dollar($),No,No,No,33.960571,"Athens, Athens",Athens,-83.383605,1,Green,Very Good,17293877,Taqueria Del Sol,543
"232 W. Hancock Ave., Athens, GA 30601",4.1,40,Athens,216,United States,"International, Southern",Dollar($),No,No,No,33.959468,"Athens, Athens",Athens,-83.37967,3,Green,Very Good,17293890,The National,465
"1675 S. Lumpkin St., Athens, GA 30606",4.4,10,Athens,216,United States,Bar Food,Dollar($),No,No,No,33.937502,"Athens, Athens",Athens,-83.38728,1,Green,Very Good,17293915,The Royal Peasant,546
"145 E Clayton St, Athens, GA 30601",4.4,10,Athens,216,United States,"Italian, Pizza, Sandwich",Dollar($),No,No,No,33.9584,"Athens, Athens",Athens,-83.3764,1,Green,Very Good,17293422,Transmetropolitan,1098
"269 N Hull St, Athens, GA 30601",4.2,25,Athens,216,United States,"Burger, Bar Food",Dollar($),No,No,No,33.958363,"Athens, Athens",Athens,-83.378881,2,Green,Very Good,17293873,Trappeze Pub,579
"247 Prince Ave, Athens, GA 30601",4.1,10,Athens,216,United States,"Desserts, Latin American, Argentine",Dollar($),No,No,No,33.9600227,"Athens, Athens",Athens,-83.3828224,1,Green,Very Good,17294014,Viva! Argentine Cuisine,374
"1315 Augusta West Pkwy, Augusta, GA 30909",4.6,40,Augusta,216,United States,"Chinese, Steak",Dollar($),No,No,No,33.4721,"Augusta, Augusta",Augusta,-82.0865,3,Dark Green,Excellent,17294556,Miyabi Kyoto Japanese Steak House,717
"3208 W Wimbledon Dr, Augusta, GA 30909",4.9,40,Augusta,216,United States,"American, Caribbean, Seafood",Dollar($),No,No,No,33.4791,"Augusta, Augusta",Augusta,-82.0698,3,Dark Green,Excellent,17294607,Rae's Coastal Cafe,548
"211 10th Street, Augusta, GA 30901",4.5,25,Augusta,216,United States,"International, Tapas, Vegetarian",Dollar($),No,No,No,33.4765,"Augusta, Augusta",Augusta,-81.97,2,Dark Green,Excellent,17294279,The Bee's Knees,631
"10 9th St, Augusta, GA 30901",3.9,10,Augusta,216,United States,"Desserts, Sandwich, Southern",Dollar($),No,No,No,33.474,"Augusta, Augusta",Augusta,-81.9684,1,Yellow,Good,17294300,Boll Weevil Cafe,372
"1204 Broad St, Augusta, GA 30901",3.9,25,Augusta,216,United States,"American, Burger",Dollar($),No,No,No,33.477444,"Augusta, Augusta",Augusta,-81.973006,2,Yellow,Good,17295215,Farmhaus Burger,201
"505 Railroad Ave, North Augusta, GA 29841",3.8,40,Augusta,216,United States,"Breakfast, French",Dollar($),No,No,No,33.481779,"Augusta, Augusta",Augusta,-81.965571,3,Yellow,Good,17295028,Manuel's Bread Cafe,332
"2250 Sconyers Way, Augusta, GA 30906",3.5,25,Augusta,216,United States,BBQ,Dollar($),No,No,No,33.4086,"Augusta, Augusta",Augusta,-82.0327,2,Yellow,Good,17294642,Sconyers Bar B Que,304
"1282 broad street, Augusta, GA 30901",4.3,40,Augusta,216,United States,American,Dollar($),No,No,No,33.478231,"Augusta, Augusta",Augusta,-81.974944,3,Green,Very Good,17295109,Frog Hollow Tavern,368
"3690 Wheeler Rd, Augusta, GA 30909",4.1,25,Augusta,216,United States,"Desserts, Italian, Pizza",Dollar($),No,No,No,33.4827,"Augusta, Augusta",Augusta,-82.096,2,Green,Very Good,17294441,Giuseppe's Pizza & Italian Specialities,430
"1167 Broad St, Augusta, GA 30901",4.4,25,Augusta,216,United States,"Italian, Pizza, Sandwich",Dollar($),No,No,No,33.4778,"Augusta, Augusta",Augusta,-81.9721,2,Green,Very Good,17294552,Mellow Mushroom,433
"976 Broad St, Augusta, GA 30901",4,10,Augusta,216,United States,Mexican,Dollar($),No,No,No,33.4764,"Augusta, Augusta",Augusta,-81.9694,1,Green,Very Good,17294565,Nacho Mamas Burritos,380
"3051 Washington Rd, Augusta, GA 30907",4,25,Augusta,216,United States,"Bar Food, Sandwich, Seafood",Dollar($),No,No,No,33.5133,"Augusta, Augusta",Augusta,-82.0505,2,Green,Very Good,17294623,Rhinehart's Oyster Bar,456
"437 Highland Ave, Augusta, GA 30909",4.2,40,Augusta,216,United States,"Mexican, Southwestern, Sushi",Dollar($),No,No,No,33.4848,"Augusta, Augusta",Augusta,-82.0301,3,Green,Very Good,17294712,Takosushi,647
"Augusta Mall, Augusta, GA 30909",4,40,Augusta,216,United States,Steak,Dollar($),No,No,No,33.467201,"Augusta, Augusta",Augusta,-82.080788,3,Green,Very Good,17295033,The Chop House,360
"502 Furys Ferry Rd, Augusta, GA 30907",4,25,Augusta,216,United States,Indian,Dollar($),No,No,No,33.5375868,"Augusta, Augusta",Augusta,-82.0805493,2,Green,Very Good,17295069,The Taj of India,227
"4460 Washington Road, Evans, GA 30809",3.9,25,Augusta,216,United States,German,Dollar($),No,No,No,33.544342,"Evans, Augusta",Evans,-82.143793,2,Yellow,Good,17294261,Augsburg Haus,290
"4300 Towne Centre, Evans, GA 30809",4.1,10,Augusta,216,United States,Vietnamese,Dollar($),No,No,No,33.532249,"Evans, Augusta",Evans,-82.126161,1,Green,Very Good,17295115,Pho Bac,270
"303 North Bel Air Rd, Evans, GA 30809",4,25,Augusta,216,United States,"Burger, Seafood",Dollar($),No,No,No,33.521291,"Evans, Augusta",Evans,-82.141284,2,Green,Very Good,17294836,Rhinehart's Oyster Bar,326
"4357 Washington Road, Evans, GA 30809",4.3,35,Augusta,216,United States,Thai,Dollar($),No,No,No,33.5406,"Evans, Augusta",Evans,-82.1328,3,Green,Very Good,17294850,Thai Kitchen,317
"5174 Wrightsboro Rd, Grovetown, GA 30813",4.2,10,Augusta,216,United States,Mexican,Dollar($),No,No,No,33.4574,"Grovetown, Augusta",Grovetown,-82.1997,1,Green,Very Good,17294883,El Kiosco Mexican Restaurant,300
"63 South Western Hwy, Balingup, WA",3.2,20,Balingup,14,Australia,Modern Australian,Dollar($),No,No,No,-33.7845269,"Balingup, Balingup",Balingup,115.9844924,2,Orange,Average,16608864,Taste of Balingup,21
"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",4.6,20,Beechworth,14,Australia,"Pizza, Bar Food",Dollar($),No,No,No,-36.360439,"Beechworth, Beechworth",Beechworth,146.685852,2,Dark Green,Excellent,16604911,Bridge Road Brewers,237
"610 W Grove St, Boise, ID 83702",4.5,25,Boise,216,United States,"American, Bar Food",Dollar($),No,No,No,43.6138,"Boise, Boise",Boise,-116.2019,2,Dark Green,Excellent,17303465,Bardenay,879
"800 W Main Suite 230, Boise, ID 83702",4.6,25,Boise,216,United States,"Italian, Pizza",Dollar($),No,No,No,43.616068,"Boise, Boise",Boise,-116.203466,2,Dark Green,Excellent,17303642,Flatbread Neapolitan Pizzeria,615
"108 S Capitol Blvd, Boise, ID 83702",4.5,25,Boise,216,United States,"Breakfast, Sandwich",Dollar($),No,No,No,43.6149,"Boise, Boise",Boise,-116.2023,2,Dark Green,Excellent,17303670,Goldy's Breakfast Bistro,879
"981 W Grove St, Boise, ID 83702",3.9,70,Boise,216,United States,"American, Seafood, Steak",Dollar($),No,No,No,43.6157,"Boise, Boise",Boise,-116.2064,4,Yellow,Good,17303545,Chandlers Steakhouse,379
"202 S Capitol Blvd, Boise, ID 83702",4.3,10,Boise,216,United States,"European, Spanish",Dollar($),No,No,No,43.614,"Boise, Boise",Boise,-116.2031,1,Green,Very Good,17303655,Bar Gernika Basque Pub & Eatery,303
"276 Bobwhite Ct, Boise, ID 83706",4.1,70,Boise,216,United States,"Latin American, Steak",Dollar($),No,No,No,43.597235,"Boise, Boise",Boise,-116.185034,4,Green,Very Good,17304691,Barbacoa Restaurant,538
"1289 Protest Rd, Boise, ID 83706",4.2,10,Boise,216,United States,"American, Burger, Sandwich",Dollar($),No,No,No,43.5945,"Boise, Boise",Boise,-116.2062,1,Green,Very Good,17303478,Big Jud's,334
"246 N 8th St, Boise, ID 83702",4.3,25,Boise,216,United States,"American, Bar Food",Dollar($),No,No,No,43.6167,"Boise, Boise",Boise,-116.2022,2,Green,Very Good,17303480,Bittercreek Ale House,555
"204 N Capitol Blvd, Boise, ID 83702",4.4,10,Boise,216,United States,"American, Burger",Dollar($),No,No,No,43.610279,"Boise, Boise",Boise,-116.193409,1,Green,Very Good,17304733,Boise Fry Company,823
"6508 W Fairview Ave, Boise, ID 83704",4.1,25,Boise,216,United States,Pizza,Dollar($),No,No,No,43.6192,"Boise, Boise",Boise,-116.2625,2,Green,Very Good,17303646,Flying Pie Pizzaria,550
"199 N 8th St, Boise, ID 83702",4.4,25,Boise,216,United States,"American, Burger",Dollar($),No,No,No,43.616295,"Boise, Boise",Boise,-116.202845,2,Green,Very Good,17304929,Fork,650
"235 N 5th St, Boise, ID 83702",4.3,10,Boise,216,United States,Pizza,Dollar($),No,No,No,43.615,"Boise, Boise",Boise,-116.199,1,Green,Very Good,17303684,Guido's Original New York Style Pizza,410
"5220 W Fairview Ave, Boise, ID 83706",4.4,10,Boise,216,United States,Mexican,Dollar($),No,No,No,43.6191,"Boise, Boise",Boise,-116.2463,1,Green,Very Good,17303772,Los Beto's,660
"11 N Orchard St, Boise, ID 83706",4.4,25,Boise,216,United States,"Italian, Seafood, Vegetarian",Dollar($),No,No,No,43.6051379,"Boise, Boise",Boise,-116.245165,2,Green,Very Good,17305123,Lucianos Italian Restaurant,360
"750 W Idaho St, Boise, ID 83702",4,40,Boise,216,United States,"Sushi, Thai",Dollar($),No,No,No,43.6162,"Boise, Boise",Boise,-116.2021,3,Green,Very Good,17303787,Mai Thai Restaurant,340
"100 N 8th St, Boise, ID 83702",4.1,25,Boise,216,United States,"Japanese, Sushi, Teriyaki",Dollar($),No,No,No,43.6156,"Boise, Boise",Boise,-116.2031,2,Green,Very Good,17303990,Shige Japanese Cuisine,393
"8061 W Fairview Ave, Boise, ID 83704",4.3,10,Boise,216,United States,Breakfast,Dollar($),No,No,No,43.619274,"Boise, Boise",Boise,-116.281809,1,Green,Very Good,17304741,The Egg Factory,422
"1388 S Entertainment Ave, Boise, ID 83709",4,40,Boise,216,United States,Brazilian,Dollar($),No,No,No,43.591706,"Boise, Boise",Boise,-116.280614,3,Green,Very Good,17304726,Tucanos,435
"3801 E Fairview Avenue, Meridian, Boise, ID 83642",4,25,Boise,216,United States,"American, BBQ, Steak",Dollar($),No,No,No,43.619108,"Meridian, Boise",Meridian,-116.347304,2,Green,Very Good,17304486,Texas Roadhouse,369
"320 11th Avenue S, Nampa, ID 83651",4.4,40,Boise,216,United States,American,Dollar($),No,No,No,43.5777,"Nampa, Boise",Nampa,-116.5629,3,Green,Very Good,17304533,Brick 29,487
"3847 1st Ave SE, Cedar Rapids, IA 52402",3.7,40,Cedar Rapids/Iowa City,216,United States,"American, Mediterranean, Seafood",Dollar($),No,No,No,42.0179,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.6336,3,Yellow,Good,17316233,Winifreds,98
"320 Collins Rd NE, Cedar Rapids, IA 52402",4.1,40,Cedar Rapids/Iowa City,216,United States,"Italian, Pizza",Dollar($),No,No,No,42.0281,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.6327,3,Green,Very Good,17315883,Biaggi's Ristorante Italiano,365
"3300 Johnson Ave NW, Cedar Rapids, IA 52405",4.1,10,Cedar Rapids/Iowa City,216,United States,Mexican,Dollar($),No,No,No,41.9748,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.7148,1,Green,Very Good,17315995,El Super Burrito,190
"4755 1st Ave SE, Cedar Rapids, IA 52402",4.1,40,Cedar Rapids/Iowa City,216,United States,"American, Breakfast, Burger",Dollar($),No,No,No,42.0249,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.6224,3,Green,Very Good,17316018,Granite City Food & Brewery,429
"3207 1st Ave SE, Cedar Rapids, IA 52402",4.4,25,Cedar Rapids/Iowa City,216,United States,"American, BBQ, Burger",Dollar($),No,No,No,42.01,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.6347,2,Green,Very Good,17316038,Irish Democrat,430
"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",4.2,25,Cedar Rapids/Iowa City,216,United States,Indian,Dollar($),No,No,No,42.0215347,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.6499622,2,Green,Very Good,17316771,Taste of India,186
"4362 16th Ave SW, Cedar Rapids, IA 52404",4.2,10,Cedar Rapids/Iowa City,216,United States,"Chinese, Sushi, Thai",Dollar($),No,No,No,41.9639,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.7266,1,Green,Very Good,17316201,Thai Moon Restaurant,220
"540 Boyson Rd NE, Cedar Rapids, IA 52402",4.2,10,Cedar Rapids/Iowa City,216,United States,Chinese,Dollar($),No,No,No,42.0468,"Cedar Rapids, Cedar Rapids/Iowa City",Cedar Rapids,-91.6394,1,Green,Very Good,17316208,Ting's Red Lantern,347
"303 2nd Street, Coralville, IA 52241",3.8,25,Cedar Rapids/Iowa City,216,United States,"American, Italian, Pizza",Dollar($),No,No,No,41.670466,"Coralville, Cedar Rapids/Iowa City",Coralville,-91.569767,2,Yellow,Good,17316389,Monica's,161
"102 2nd Ave, Coralville, IA 52241",4.1,25,Cedar Rapids/Iowa City,216,United States,Indian,Dollar($),No,No,No,41.6685,"Coralville, Cedar Rapids/Iowa City",Coralville,-91.5687,2,Green,Very Good,17316278,Exotic India,160
"18 S Clinton St, Iowa City, IA 52240",4.9,10,Cedar Rapids/Iowa City,216,United States,Burger,Dollar($),No,No,No,41.660982,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.534424,1,Dark Green,Excellent,17316744,Shorts Burger and Shine,820
"214 N Linn St, Iowa City, IA 52245",4.5,10,Cedar Rapids/Iowa City,216,United States,"American, Breakfast, Burger",Dollar($),No,No,No,41.663849,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.531414,1,Dark Green,Excellent,17316751,The Hamburg Inn No. 2 Inc.,488
"330 E Market St, Iowa City, IA 52245",3.6,25,Cedar Rapids/Iowa City,216,United States,"Breakfast, Diner",Dollar($),No,No,No,41.663751,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.531093,2,Yellow,Good,17316766,Bluebird Diner,253
"115 East College St, Iowa City, IA 52240",3.8,40,Cedar Rapids/Iowa City,216,United States,"American, International, Sushi",Dollar($),No,No,No,41.658691,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.534302,3,Yellow,Good,17316743,Graze,220
"302 E Bloomington St, Iowa City, IA 52245",4.3,25,Cedar Rapids/Iowa City,216,United States,Pizza,Dollar($),No,No,No,41.6648,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.5314,2,Green,Very Good,17316374,A & A Pagliai's Pizza,485
"127 Iowa Ave, Iowa City, IA 52240",4.3,40,Cedar Rapids/Iowa City,216,United States,International,Dollar($),No,No,No,41.661,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.5341,3,Green,Very Good,17316381,Atlas World Grill,428
"503 Westbury Dr Ste 1, Iowa City, IA 52245",4.1,25,Cedar Rapids/Iowa City,216,United States,"American, Breakfast",Dollar($),No,No,No,41.667742,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.482165,2,Green,Very Good,17316802,BlackStone,294
"117 N Linn St, Iowa City, IA 52245",4,40,Cedar Rapids/Iowa City,216,United States,"Mediterranean, Tapas, Vegetarian",Dollar($),No,No,No,41.6625,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.5318,3,Green,Very Good,17316416,Devotay,380
"1940 Lower Muscatine Rd, Iowa City, IA 52240",4.2,25,Cedar Rapids/Iowa City,216,United States,BBQ,Dollar($),No,No,No,41.6428,"Iowa City, Cedar Rapids/Iowa City",Iowa City,-91.5074,2,Green,Very Good,17316449,Jimmy Jack's Rib Shack,259
"690 10th St, Marion, IA 52302",4.7,25,Cedar Rapids/Iowa City,216,United States,"Pizza, Sandwich",Dollar($),No,No,No,42.0331,"Marion, Cedar Rapids/Iowa City",Marion,-91.5995,2,Dark Green,Excellent,17316603,Zoeys Pizzeria,433
"150 Richmond St, Chatham-Kent, ON N7M2V2",3.7,25,Chatham-Kent,37,Canada,"Japanese, Sushi",Dollar($),No,No,No,42.397683,"Chatham-Kent, Chatham-Kent",Chatham-Kent,-82.188438,2,Yellow,Good,16659169,Tokyo Sushi,176
"49289 Us-30, Westport, OR 97016",4.3,10,Clatskanie,216,United States,"American, Breakfast, Desserts",Dollar($),No,No,No,46.126967,"Clatskanie, Clatskanie",Clatskanie,-123.368151,1,Green,Very Good,17558684,Berry Patch Restaurant,96
"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",3.1,25,Cochrane,216,United States,"Asian, Japanese",Dollar($),No,No,No,51.183934,"Cochrane, Cochrane",Cochrane,-114.472474,2,Orange,Average,18366580,Sakura Sushi & Grill,6
"1250 Broadway, Columbus, GA 31901",3.3,10,Columbus,216,United States,"Asian, Vietnamese",Dollar($),No,No,No,32.470315,"Columbus, Columbus",Columbus,-84.992671,1,Orange,Average,17330755,Uptown Vietnam cuisine,33
"2523 Airport Thruway, Columbus, GA 31904",4.6,25,Columbus,216,United States,"American, Seafood, Cajun",Dollar($),No,No,No,32.519247,"Columbus, Columbus",Columbus,-84.95591,2,Dark Green,Excellent,17330611,Cafe Le Rue @ The Landings,489
"7160 moon road, Columbus, GA 31909",4.5,25,Columbus,216,United States,American,Dollar($),No,No,No,32.555591,"Columbus, Columbus",Columbus,-84.927047,2,Dark Green,Excellent,17330609,Mark's City Grille,345
"7600 Veterans Pkwy, Columbus, GA 31909",3.8,25,Columbus,216,United States,"Burger, Bar Food, Southern",Dollar($),No,No,No,32.5577,"Columbus, Columbus",Columbus,-84.9436,2,Yellow,Good,17330024,B Merrell's,149
